date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:52:02	71288/71288	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:03%20GMT	https://www.fernandopuente.es/assets/images/prado/mobile1.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/prado/mobile1.png	(from https://www.fernandopuente.es/work/prado.html)
10:52:02	99514/99514	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:03%20GMT	https://www.fernandopuente.es/assets/images/prado/mobile2.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/prado/mobile2.png	(from https://www.fernandopuente.es/work/prado.html)
10:52:02	1800/1800	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Feb%202021%2015:52:03%20GMT	https://www.fernandopuente.es/assets/js/works.js	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/js/works.js	(from https://www.fernandopuente.es/work/prado.html)
10:52:03	320223/320223	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:03%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home4.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home4.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:03	611110/611110	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:04%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home5.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home5.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:03	881116/881116	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:04%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home6.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home6.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:03	468262/468262	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:04%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home7.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home7.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:04	4147/4147	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:16%20GMT	https://www.fernandopuente.es/assets/images/logos/movistar.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/movistar.svg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:04	684292/684292	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:05%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home15.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home15.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:04	8748490/8748490	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:04%20GMT	https://www.fernandopuente.es/assets/images/movistarp/trailer2.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/trailer2.mp4	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:05	4495866/4495866	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:05%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home14b.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home14b.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:05	317578/317578	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:06%20GMT	https://www.fernandopuente.es/assets/images/movistarp/foto6.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/foto6.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:05	2802500/2802500	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:06%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home9.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home9.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:05	718329/718329	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:05%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home16.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home16.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:05	412369/412369	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:06%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home10.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home10.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:06	3353/3353	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2006%20Aug%202020%2016:19:01%20GMT	https://www.fernandopuente.es/images/screenshot.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/images/screenshot.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:06	552366/552366	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:07%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home11.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home11.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:06	638034/638034	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:07%20GMT	https://www.fernandopuente.es/assets/images/movistarp/home13.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/home13.jpg	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:06	4244363/4244363	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:07%20GMT	https://www.fernandopuente.es/assets/images/movistarp/game.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/game.mp4	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:06	239980/239980	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:07%20GMT	https://www.fernandopuente.es/assets/images/movistarp/mobile1.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/mobile1.png	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:07	314258/314258	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:07%20GMT	https://www.fernandopuente.es/assets/images/movistarp/mobile2.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/movistarp/mobile2.png	(from https://www.fernandopuente.es/work/movistarp.html)
10:52:07	399706/399706	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:08%20GMT	https://www.fernandopuente.es/assets/images/mazda/home.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/home.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:07	432263/432263	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:08%20GMT	https://www.fernandopuente.es/assets/images/mazda/home2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/home2.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:07	6646/6646	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:16%20GMT	https://www.fernandopuente.es/assets/images/logos/mazda.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/mazda.svg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:08	1354/1354	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:16%20GMT	https://www.fernandopuente.es/assets/images/logos/marca.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/marca.svg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:08	108761/108761	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:09%20GMT	https://www.fernandopuente.es/assets/images/mazda/ficha.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/ficha.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:08	129347/129347	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:09%20GMT	https://www.fernandopuente.es/assets/images/mazda/ficha2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/ficha2.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:08	77852/77852	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:09%20GMT	https://www.fernandopuente.es/assets/images/mazda/video1.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/video1.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:08	105993/105993	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:09%20GMT	https://www.fernandopuente.es/assets/images/mazda/video2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/video2.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:09	105395/105395	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:09%20GMT	https://www.fernandopuente.es/assets/images/mazda/video3.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/video3.jpg	(from https://www.fernandopuente.es/work/mazda.html)
10:52:09	609/609	---M--	300	error ('Multiple%20Choices')	text/html	date:Sun,%2028%20Feb%202021%2015:52:10%20GMT	https://www.fernandopuente.es/assets/images/mazda/video.webm	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/video.webm	(from https://www.fernandopuente.es/work/mazda.html)
10:52:09	50308/50308	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:10%20GMT	https://www.fernandopuente.es/assets/images/mazda/mobile1.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/mobile1.png	(from https://www.fernandopuente.es/work/mazda.html)
10:52:10	47783/47783	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:10%20GMT	https://www.fernandopuente.es/assets/images/mazda/mobile2.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/mobile2.png	(from https://www.fernandopuente.es/work/mazda.html)
10:52:10	4577003/4577003	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:10%20GMT	https://www.fernandopuente.es/assets/images/mazda/video.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/mazda/video.mp4	(from https://www.fernandopuente.es/work/mazda.html)
10:52:10	607/607	---M--	300	error ('Multiple%20Choices')	text/html	date:Sun,%2028%20Feb%202021%2015:52:11%20GMT	https://www.fernandopuente.es/assets/images/cod/codhome.webm	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/codhome.webm	(from https://www.fernandopuente.es/work/cod.html)
10:52:10	2202538/2202538	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:11%20GMT	https://www.fernandopuente.es/assets/images/cod/codhome.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/codhome.mp4	(from https://www.fernandopuente.es/work/cod.html)
10:52:10	190995/190995	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:11%20GMT	https://www.fernandopuente.es/assets/images/cod/home2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/home2.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:10	3880/3880	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:15%20GMT	https://www.fernandopuente.es/assets/images/logos/cod.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/cod.svg	(from https://www.fernandopuente.es/work/cod.html)
10:52:11	132598/132598	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:11%20GMT	https://www.fernandopuente.es/assets/images/cod/ficha.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/ficha.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:11	124496/124496	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:12%20GMT	https://www.fernandopuente.es/assets/images/cod/ficha2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/ficha2.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:11	145740/145740	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:12%20GMT	https://www.fernandopuente.es/assets/images/cod/video.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/video.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:11	151456/151456	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:12%20GMT	https://www.fernandopuente.es/assets/images/cod/ficha3.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/ficha3.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:12	158253/158253	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:12%20GMT	https://www.fernandopuente.es/assets/images/cod/ficha4.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/ficha4.jpg	(from https://www.fernandopuente.es/work/cod.html)
10:52:12	5511796/5511796	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:12%20GMT	https://www.fernandopuente.es/assets/images/cod/timeline.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/timeline.mp4	(from https://www.fernandopuente.es/work/cod.html)
10:52:12	56402/56402	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:13%20GMT	https://www.fernandopuente.es/assets/images/cod/mobile1.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/mobile1.png	(from https://www.fernandopuente.es/work/cod.html)
10:52:12	76750/76750	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:13%20GMT	https://www.fernandopuente.es/assets/images/cod/mobile2.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/mobile2.png	(from https://www.fernandopuente.es/work/cod.html)
10:52:13	213666/213666	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:13%20GMT	https://www.fernandopuente.es/assets/images/kia/home.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/home.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:13	87544/87544	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:14%20GMT	https://www.fernandopuente.es/assets/images/kia/home2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/home2.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:13	6778904/6778904	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:13%20GMT	https://www.fernandopuente.es/assets/images/cod/video.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/cod/video.mp4	(from https://www.fernandopuente.es/work/cod.html)
10:52:13	109180/109180	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:14%20GMT	https://www.fernandopuente.es/assets/images/kia/home3.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/home3.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:13	104963/104963	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:14%20GMT	https://www.fernandopuente.es/assets/images/kia/home4.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/home4.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:13	61273/61273	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:14%20GMT	https://www.fernandopuente.es/assets/images/kia/menu.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/menu.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:14	1793/1793	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:15%20GMT	https://www.fernandopuente.es/assets/images/logos/kia.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/kia.svg	(from https://www.fernandopuente.es/work/kia.html)
10:52:14	3478/3478	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:15%20GMT	https://www.fernandopuente.es/assets/images/logos/expansion.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/expansion.svg	(from https://www.fernandopuente.es/work/kia.html)
10:52:14	231506/231506	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:15%20GMT	https://www.fernandopuente.es/assets/images/kia/ficha.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/ficha.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:14	595/595	---M--	300	error ('Multiple%20Choices')	text/html	date:Sun,%2028%20Feb%202021%2015:52:15%20GMT	https://www.fernandopuente.es/assets/images/kia/kia.webm	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/kia.webm	(from https://www.fernandopuente.es/work/kia.html)
10:52:15	106387/106387	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:16%20GMT	https://www.fernandopuente.es/assets/images/kia/video1.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/video1.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:15	2982326/2982326	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:15%20GMT	https://www.fernandopuente.es/assets/images/kia/kia.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/kia.mp4	(from https://www.fernandopuente.es/work/kia.html)
10:52:15	137244/137244	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:16%20GMT	https://www.fernandopuente.es/assets/images/kia/video2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/video2.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:15	601/601	---M--	300	error ('Multiple%20Choices')	text/html	date:Sun,%2028%20Feb%202021%2015:52:16%20GMT	https://www.fernandopuente.es/assets/images/kia/video.webm	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/video.webm	(from https://www.fernandopuente.es/work/kia.html)
10:52:16	80508/80508	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:16%20GMT	https://www.fernandopuente.es/assets/images/kia/video3.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/video3.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:16	187212/187212	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:17%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide1.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide1.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:16	285914/285914	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:17%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide2.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:16	274376/274376	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:17%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide3.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide3.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:16	283801/283801	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:17%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide4.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide4.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	186761/186761	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:17%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide5.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide5.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	236743/236743	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:18%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide6.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide6.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	209053/209053	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:18%20GMT	https://www.fernandopuente.es/assets/images/kia/gallery/slide7.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/gallery/slide7.jpg	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	13200764/13200764	---M--	200	added ('OK')	video/mp4	date:Sun,%2028%20Feb%202021%2015:52:16%20GMT	https://www.fernandopuente.es/assets/images/kia/video.mp4	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/video.mp4	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	132561/132561	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:18%20GMT	https://www.fernandopuente.es/assets/images/kia/mobile1.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/mobile1.png	(from https://www.fernandopuente.es/work/kia.html)
10:52:17	66006/66006	---M--	200	added ('OK')	image/png	date:Sun,%2028%20Feb%202021%2015:52:18%20GMT	https://www.fernandopuente.es/assets/images/kia/mobile2.png	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/kia/mobile2.png	(from https://www.fernandopuente.es/work/kia.html)
10:52:18	14420/14420	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Feb%202021%2015:52:18%20GMT	https://www.fernandopuente.es/assets/js/anime.min.js	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/js/anime.min.js	(from https://www.fernandopuente.es/work/kia.html)
10:52:18	7194/7194	---M--	200	added ('OK')	application/javascript	date:Sun,%2028%20Feb%202021%2015:52:19%20GMT	https://www.fernandopuente.es/assets/js/slider.js	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/js/slider.js	(from https://www.fernandopuente.es/work/kia.html)
10:52:18	70936/70936	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:19%20GMT	https://www.fernandopuente.es/assets/images/acciona/home.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/home.jpg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:19	39068/39068	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:19%20GMT	https://www.fernandopuente.es/assets/images/acciona/home2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/home2.jpg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:19	357263/357263	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:20%20GMT	https://www.fernandopuente.es/assets/images/acciona/section.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/section.jpg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:19	210755/210755	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:20%20GMT	https://www.fernandopuente.es/assets/images/acciona/ficha.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/ficha.jpg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:19	175705/175705	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:20%20GMT	https://www.fernandopuente.es/assets/images/acciona/ficha2.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/ficha2.jpg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:19	3831/3831	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20May%202020%2023:40:15%20GMT	https://www.fernandopuente.es/assets/images/logos/acciona.svg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/logos/acciona.svg	(from https://www.fernandopuente.es/work/acciona.html)
10:52:20	163286/163286	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2015:52:20%20GMT	https://www.fernandopuente.es/assets/images/acciona/animation1.jpg	C:/Users/Andy/Desktop/mine/https___www.fernandopuente.es_/www.fernandopuente.es/assets/images/acciona/animation1.jpg	(from https://www.fernandopuente.es/work/acciona.html)
